Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Combined,Outlet_Code
FDN57,12.792854228644991,0,0.094957079,143.5154,OUT019,24,2,0,0,567.2616,1,4
FDO38,12.792854228644991,0,0.07248632599999999,78.9986,OUT027,24,1,2,3,2259.0594,1,5
FDA45,21.25,0,0.155694794,177.637,OUT045,7,1,1,1,2999.429,1,7
FDP27,12.792854228644991,0,0.20914265,190.953,OUT019,24,2,0,0,379.506,1,4
DRG36,14.15,0,0.095298849,171.8106,OUT013,22,0,2,1,3935.5438,0,1
DRL47,19.7,0,0.038736781,127.4362,OUT046,12,2,0,1,1510.0344,0,8
NCA05,12.792854228644991,1,0.044000492,148.2734,OUT019,24,2,0,0,296.9468,2,4
FDL38,13.8,2,0.014720848,89.9172,OUT013,22,0,2,1,1516.6924,1,1
FDC32,18.35,0,0.099090261,94.0462,OUT035,5,2,1,1,555.2772,1,6
NCI06,11.3,1,0.047814463,179.266,OUT045,7,1,1,1,5033.448,2,7
FDI05,8.35,2,0.127066966,76.5354,OUT049,10,1,0,1,1655.1788,1,9
FDR52,12.65,2,0.07647472799999999,191.8846,OUT017,2,1,1,1,1146.5076,1,2
FDU26,16.7,2,0.042860025999999996,120.3782,OUT017,2,1,1,1,1668.4948,1,2
FDG33,5.365,2,0.141033536,173.6764,OUT017,2,1,1,1,858.882,1,2
FDE38,6.52,0,0.044607161,164.2842,OUT046,12,2,0,1,2818.3314,1,8
FDI35,14.0,0,0.041283361,182.4634,OUT035,5,2,1,1,5452.901999999999,1,6
FDN23,6.575,2,0.075444922,146.0444,OUT013,22,0,2,1,2612.5992,1,1
NCP54,15.35,1,0.035143024,124.37299999999999,OUT035,5,2,1,1,2093.9410000000003,2,6
FDO39,6.985,2,0.13725257,183.7608,OUT013,22,0,2,1,2940.1728,1,1
NCT17,10.8,1,0.041831007999999996,186.6214,OUT013,22,0,2,1,2261.0568,2,1
NCK30,14.85,1,0.060967038,254.3698,OUT035,5,2,1,1,4566.0564,2,6
FDM24,12.792854228644991,2,0.078943221,152.7366,OUT027,24,1,2,3,1813.6392,1,5
FDA35,14.85,2,0.053837561,120.8072,OUT046,12,2,0,1,4287.752,1,8
NCM07,9.395,1,0.039928582000000004,83.2908,OUT013,22,0,2,1,1258.362,2,1
FDD09,13.5,0,0.021617996,179.6976,OUT017,2,1,1,1,1810.976,1,2
FDW07,18.0,2,0.14349595199999998,88.7514,OUT017,2,1,1,1,1062.6168,1,2
FDM27,12.792854228644991,2,0.157701958,158.7946,OUT027,24,1,2,3,5522.811,1,5
NCY53,20.0,1,0.058719568,111.0544,OUT018,0,1,2,2,894.8352,2,3
FDA10,20.35,0,0.14261818199999998,123.2072,OUT017,2,1,1,1,1225.072,1,2
DRB24,8.785,0,0.020573334,156.4656,OUT035,5,2,1,1,2162.5184,0,6
NCN53,12.792854228644991,1,0.030208465,35.4874,OUT027,24,1,2,3,1693.7952,2,5
FDA31,7.1,0,0.11023479300000001,171.708,OUT045,7,1,1,1,3115.9440000000004,1,7
FDE24,14.85,0,0.093991286,140.9812,OUT017,2,1,1,1,3277.0676,1,2
FDA04,11.3,2,0.067001825,259.1962,OUT018,0,1,2,2,5438.9202,1,3
FDV26,20.25,2,0.076314907,196.7794,OUT045,7,1,1,1,2731.1116,1,7
FDF40,12.792854228644991,2,0.022403117,250.9092,OUT027,24,1,2,3,8217.3036,1,5
FDH34,12.792854228644991,0,0.030944666000000003,186.6582,OUT027,24,1,2,3,3715.164,1,5
FDO16,5.48,0,0.02528802,83.325,OUT010,11,1,2,0,416.125,1,0
FDZ43,11.0,2,0.057058545,241.7512,OUT046,12,2,0,1,3635.268,1,8
DRJ51,14.1,0,0.08561576922222222,231.9668,OUT049,10,1,0,1,1842.9344,0,9
NCL07,12.792854228644991,1,0.05486977,40.548,OUT019,24,2,0,0,39.948,2,4
FDU58,6.61,2,0.029006239,186.0898,OUT035,5,2,1,1,2619.2572,1,6
FDI26,5.94,0,0.034880142999999995,177.9344,OUT035,5,2,1,1,4460.86,1,6
FDG24,7.975,0,0.014713908999999999,83.125,OUT017,2,1,1,1,2579.975,1,2
NCM19,12.65,1,0.047237246,112.5202,OUT046,12,2,0,1,787.6414,2,8
NCO29,11.15,1,0.032306341,166.3526,OUT049,10,1,0,1,986.7156,2,9
NCM05,6.825,1,0.100171568,262.7226,OUT010,11,1,2,0,264.3226,2,0
NCE07,8.18,1,0.013130031,142.6154,OUT046,12,2,0,1,709.077,2,8
FDR10,17.6,0,0.010096684,160.4552,OUT017,2,1,1,1,2599.2832,1,2
FDO12,15.75,0,0.055015935,194.3452,OUT049,10,1,0,1,2740.4328,1,9
FDC17,12.15,0,0.015460726000000001,211.8928,OUT046,12,2,0,1,5890.9984,1,8
FDF34,9.3,2,0.02346559,197.6084,OUT010,11,1,2,0,595.2252,1,0
FDO22,13.5,2,0.017932223,78.796,OUT018,0,1,2,2,239.688,1,3
FDT52,9.695,2,0.047420609,246.0144,OUT035,5,2,1,1,4165.2448,1,6
FDR24,12.792854228644991,2,0.062547321,88.383,OUT027,24,1,2,3,2067.3089999999997,1,5
FDP08,20.5,2,0.112410046,192.2478,OUT046,12,2,0,1,3874.9559999999997,1,8
FDF39,14.85,2,0.019511288,262.591,OUT046,12,2,0,1,4996.829000000001,1,8
NCQ06,13.0,1,0.041789718,256.1014,OUT013,22,0,2,1,2550.014,2,1
FDR04,7.075,0,0.022548195,95.7068,OUT013,22,0,2,1,583.2408,1,1
FDQ32,17.85,2,0.046599684,125.1388,OUT035,5,2,1,1,1981.4208,1,6
DRD15,10.6,0,0.095064731,232.4642,OUT010,11,1,2,0,697.0926,0,0
FDB02,9.695,2,0.029283081000000002,175.137,OUT018,0,1,2,2,3705.177,1,3
NCS18,12.65,1,0.042383069,108.0938,OUT018,0,1,2,2,1607.9070000000002,2,3
NCS30,5.945,1,0.155706798,127.9652,OUT010,11,1,2,0,645.826,2,0
FDN15,17.5,0,0.016767995,141.418,OUT045,7,1,1,1,1957.4520000000002,1,7
NCL31,7.39,1,0.120961347,143.847,OUT017,2,1,1,1,4866.998,2,2
FDV31,9.8,0,0.178622919,177.937,OUT010,11,1,2,0,176.437,1,0
FDF38,11.8,2,0.02633607,40.6138,OUT013,22,0,2,1,406.13800000000003,1,1
DRK59,8.895,0,0.126287542,235.5616,OUT010,11,1,2,0,468.7232,0,0
DRJ24,11.8,0,0.11350542,186.8924,OUT049,10,1,0,1,2961.4784,0,9
FDW51,12.792854228644991,2,0.09420147699999999,213.356,OUT027,24,1,2,3,6817.7919999999995,1,5
FDN49,17.25,2,0.125224466,41.248000000000005,OUT046,12,2,0,1,679.1160000000001,1,8
FDE20,11.35,2,0.005561798000000001,168.37900000000002,OUT017,2,1,1,1,3225.801,1,2
FDV38,19.25,0,0.101980245,54.3956,OUT045,7,1,1,1,873.5296,1,7
FDH60,19.7,2,0.081193712,198.41099999999997,OUT017,2,1,1,1,2553.343,1,2
NCD55,14.0,1,0.024369007,40.2454,OUT049,10,1,0,1,922.7988,2,9
FDU13,8.355,0,0.188619537,146.4418,OUT017,2,1,1,1,3089.9778,1,2
FDZ07,15.1,2,0.094037291,62.3194,OUT049,10,1,0,1,495.3552,1,9
FDY13,12.1,0,0.030188505,77.367,OUT045,7,1,1,1,612.536,1,7
FDP56,8.185,0,0.046578409,48.6692,OUT045,7,1,1,1,1182.4608,1,7
DRA59,12.792854228644991,2,0.223985293,186.2924,OUT019,24,2,0,0,555.2772,0,4
FDY40,15.5,2,0.08576356199999999,49.0692,OUT013,22,0,2,1,295.6152,1,1
FDW40,14.0,2,0.105145451,144.2812,OUT046,12,2,0,1,4844.3608,1,8
NCW17,18.0,1,0.019382568,129.3994,OUT035,5,2,1,1,3340.9844,2,6
DRN37,9.6,0,0.09086047280000001,166.5158,OUT049,10,1,0,1,3509.4318,0,9
FDZ19,12.792854228644991,0,0.093002339,177.7712,OUT027,24,1,2,3,4921.5936,1,5
FDW34,9.6,0,0.035549527000000004,244.11700000000002,OUT013,22,0,2,1,5346.374,1,1
FDC28,12.792854228644991,0,0.054720642,107.8254,OUT027,24,1,2,3,2387.5588,1,5
FDB29,16.7,2,0.052708138,114.7176,OUT017,2,1,1,1,2404.8696,1,2
FDE26,9.3,0,0.089144149,144.9786,OUT049,10,1,0,1,1011.3502,1,9
FDG45,8.1,0,0.128011859,210.9902,OUT035,5,2,1,1,6371.706,1,6
NCC18,19.1,1,0.17827272800000002,172.4422,OUT017,2,1,1,1,1551.9798,2,2
NCU54,8.88,1,0.099024124,208.52700000000002,OUT018,0,1,2,2,3145.905,2,3
FDF26,6.825,2,0.046898544,153.7998,OUT017,2,1,1,1,922.7988,1,2
FDX52,11.5,2,0.041994624,194.782,OUT035,5,2,1,1,3475.4759999999997,1,6
FDR04,7.075,0,0.022694622999999997,98.8068,OUT017,2,1,1,1,2527.3768,1,2
NCP06,20.7,1,0.039467795,151.7366,OUT017,2,1,1,1,604.5464,2,2
FDN25,7.895,2,0.061270647000000004,56.7588,OUT049,10,1,0,1,343.5528,1,9
NCH42,6.86,1,0.036686157999999996,229.601,OUT018,0,1,2,2,2526.7110000000002,2,3
FDO46,9.6,2,0.014200671000000002,187.1872,OUT013,22,0,2,1,3214.4824,1,1
NCG54,12.1,1,0.079806266,172.1106,OUT046,12,2,0,1,3422.212,2,8
FDU07,11.1,0,0.059797172,151.8366,OUT013,22,0,2,1,1057.9562,1,1
DRJ11,9.5,0,0.07255022477777778,190.9872,OUT045,7,1,1,1,3025.3952,0,7
FDH10,21.0,0,0.049381666,193.0478,OUT049,10,1,0,1,1549.9824,1,9
FDN56,5.46,2,0.107057186,144.9786,OUT046,12,2,0,1,2022.7004,1,8
FDY56,12.792854228644991,2,0.10927431300000001,225.3062,OUT019,24,2,0,0,677.1186,1,4
NCQ53,17.6,1,0.018889593,236.25900000000001,OUT013,22,0,2,1,4727.18,2,1
NCN54,20.35,1,0.021369722,75.8328,OUT045,7,1,1,1,154.4656,2,7
NCC43,7.39,1,0.092927148,249.5066,OUT049,10,1,0,1,4267.1122,2,9
FDB35,12.792854228644991,2,0.113139486,92.9804,OUT019,24,2,0,0,183.7608,1,4
FDX33,9.195,2,0.117387066,160.2578,OUT013,22,0,2,1,4492.8184,1,1
NCT06,17.1,1,0.038730229,166.2842,OUT035,5,2,1,1,4807.7418,2,6
FDM50,13.0,2,0.030211742000000003,59.321999999999996,OUT018,0,1,2,2,539.298,1,3
FDC37,15.5,0,0.032924463,107.2938,OUT049,10,1,0,1,2143.876,1,9
NCT54,8.695,1,0.12002254300000001,94.8094,OUT018,0,1,2,2,1428.141,2,3
FDG34,12.792854228644991,2,0.037388492999999995,107.8254,OUT027,24,1,2,3,1410.8302,1,5
NCW54,7.5,1,0.096413261,55.3588,OUT046,12,2,0,1,1030.6584,2,8
FDZ46,7.485,0,0.069405301,112.1228,OUT018,0,1,2,2,1105.228,1,3
NCK19,9.8,1,0.09064910699999999,194.3478,OUT045,7,1,1,1,4649.9472,2,7
NCQ05,11.395,1,0.021649903999999998,150.8708,OUT045,7,1,1,1,4363.6532,2,7
NCE54,20.7,1,0.02689477,76.7354,OUT035,5,2,1,1,2482.7682,2,6
FDH17,16.2,2,0.016679232,96.3726,OUT049,10,1,0,1,2740.4328,1,9
FDB23,12.792854228644991,2,0.00978492,225.9062,OUT019,24,2,0,0,451.4124,1,4
DRL49,13.15,0,0.056429024,144.2812,OUT046,12,2,0,1,1282.3308,0,8
FDT03,21.25,0,0.009998763,182.3608,OUT046,12,2,0,1,551.2824,1,8
FDW59,13.15,0,0.020757926,84.3566,OUT045,7,1,1,1,761.0094,1,7
NCB18,19.6,1,0.041374909,89.2514,OUT045,7,1,1,1,1416.8224,2,7
FDI22,12.6,0,0.096756649,208.7612,OUT017,2,1,1,1,5226.53,1,2
FDZ50,12.8,2,0.079523619,181.7608,OUT017,2,1,1,1,4961.5416,1,2
FDS14,7.285,0,0.048590783,155.1288,OUT017,2,1,1,1,1414.1592,1,2
NCN19,13.1,1,0.012167988000000001,190.253,OUT017,2,1,1,1,4174.566,2,2
FDG46,8.63,2,0.032976398999999997,114.6518,OUT045,7,1,1,1,2846.295,1,7
FDS04,10.195,2,0.147492524,141.5838,OUT017,2,1,1,1,1685.8056,1,2
FDM58,16.85,2,0.059170157333333334,110.0544,OUT049,10,1,0,1,2572.6512,1,9
FDB60,9.3,0,0.028566433,193.0136,OUT049,10,1,0,1,4860.34,1,9
FDH28,15.85,2,0.11047921699999999,36.7506,OUT018,0,1,2,2,531.3084,1,3
NCU53,5.485,1,0.042838514,163.7842,OUT045,7,1,1,1,1657.842,2,7
FDL44,18.25,0,0.012264903,162.8894,OUT013,22,0,2,1,3397.5774,1,1
FDI22,12.6,0,0.096132367,208.9612,OUT013,22,0,2,1,4181.224,1,1
DRM37,12.792854228644991,0,0.168780127,197.8768,OUT019,24,2,0,0,197.0768,0,4
FDX40,12.85,0,0.099193899,38.1164,OUT045,7,1,1,1,656.4788,1,7
DRG15,6.13,0,0.076721393,59.4536,OUT035,5,2,1,1,2021.3688,0,6
FDV19,12.792854228644991,2,0.06173052,159.1578,OUT019,24,2,0,0,160.4578,1,4
DRF01,5.655,0,0.174934513,145.0102,OUT013,22,0,2,1,1895.5326,0,1
NCV54,11.1,1,0.03453962780000001,119.1124,OUT046,12,2,0,1,1303.6364,2,8
FDO21,11.6,2,0.009802791,223.0404,OUT018,0,1,2,2,1125.202,1,3
FDA40,16.0,2,0.09942555,87.0856,OUT049,10,1,0,1,527.3136,1,9
FDE59,12.15,0,0.062384659,34.6532,OUT049,10,1,0,1,719.064,1,9
FDX47,6.55,2,0.034745307,158.8288,OUT018,0,1,2,2,4399.6064,1,3
FDW34,9.6,0,0.035579135,244.417,OUT046,12,2,0,1,1944.136,1,8
NCM30,19.1,1,0.067569539,43.0796,OUT018,0,1,2,2,619.194,2,3
FDA02,14.0,2,0.029697925,143.0786,OUT013,22,0,2,1,3178.5292,1,1
FDV19,14.85,2,0.03525037,160.9578,OUT035,5,2,1,1,2246.4092,1,6
FDT48,4.92,0,0.045916788,198.8084,OUT013,22,0,2,1,2976.1259999999997,1,1
FDD09,13.5,0,0.021539999,182.4976,OUT045,7,1,1,1,1629.8784,1,7
FDZ25,15.7,2,0.027673055,169.27900000000002,OUT045,7,1,1,1,3735.138,1,7
NCE19,8.97,1,0.092997032,55.2956,OUT035,5,2,1,1,873.5296,2,6
DRE25,15.35,0,0.073283193,91.81200000000001,OUT046,12,2,0,1,1771.0279999999998,0,8
FDC14,12.792854228644991,2,0.041049322,41.2454,OUT027,24,1,2,3,1342.2528,1,5
FDO15,12.792854228644991,2,0.008525061,72.5038,OUT027,24,1,2,3,2512.7292,1,5
FDC46,17.7,0,0.117201696,184.0266,OUT017,2,1,1,1,2397.5458,1,2
NCX42,6.36,1,0.005977465,163.3526,OUT035,5,2,1,1,2631.2416,2,6
FDK52,12.792854228644991,0,0.07472621319999999,225.3062,OUT027,24,1,2,3,4288.4178,1,5
FDD04,12.792854228644991,0,0.157528118,142.9154,OUT019,24,2,0,0,141.8154,1,4
FDF12,8.235,0,0.08242785400000001,149.3076,OUT046,12,2,0,1,2808.3444,1,8
NCL41,12.35,1,0.041802518,34.8216,OUT049,10,1,0,1,311.5944,2,9
NCW41,18.0,1,0.015450376000000002,158.9604,OUT046,12,2,0,1,1584.604,2,8
FDO60,20.0,0,0.05752754400000001,43.1086,OUT010,11,1,2,0,89.2172,1,0
FDZ55,6.055,0,0.025512207000000002,159.692,OUT018,0,1,2,2,5592.72,1,3
FDZ59,6.63,2,0.174110803,166.85,OUT010,11,1,2,0,499.35,1,0
FDO24,12.792854228644991,0,0.175362333,158.9604,OUT027,24,1,2,3,4436.8912,1,5
FDW14,8.3,2,0.038367194,87.1198,OUT018,0,1,2,2,959.4178,1,3
FDD40,20.25,2,0.014781046,193.8162,OUT013,22,0,2,1,3463.4916,1,1
FDJ38,8.6,2,0.040268043999999996,191.453,OUT049,10,1,0,1,1707.777,1,9
NCO54,19.5,1,0.014355033,55.4614,OUT017,2,1,1,1,552.614,2,2
FDJ10,5.095,2,0.129766301,141.6838,OUT045,7,1,1,1,3231.1274,1,7
FDK27,11.0,0,0.008997141,119.9756,OUT017,2,1,1,1,1938.8096,1,2
FDR09,18.25,0,0.07784544,260.5962,OUT049,10,1,0,1,3884.9429999999998,1,9
FDO60,20.0,0,0.03313669422222223,43.4086,OUT018,0,1,2,2,401.4774,1,3
FDX50,12.792854228644991,0,0.074265816,109.5228,OUT027,24,1,2,3,3757.7752,1,5
FDR44,12.792854228644991,2,0.10242248699999999,131.4968,OUT027,24,1,2,3,1565.9616,1,5
FDD17,7.5,0,0.032811503,239.6906,OUT017,2,1,1,1,2614.5966,1,2
FDI60,7.22,2,0.038477325,62.951,OUT018,0,1,2,2,1138.518,1,3
FDH31,12.0,2,0.020411155,98.6042,OUT046,12,2,0,1,1091.2462,1,8
FDL50,12.15,2,0.042552418,123.5046,OUT017,2,1,1,1,1743.0644,1,2
FDO21,11.6,2,0.009818244,223.1404,OUT017,2,1,1,1,5175.9292,1,2
FDW12,8.315,2,0.035572183,144.4444,OUT046,12,2,0,1,2902.888,1,8
FDT15,12.15,2,0.04274788,183.695,OUT049,10,1,0,1,2929.52,1,9
FDV25,5.905,0,0.04572322,222.1456,OUT049,10,1,0,1,5747.1856,1,9
DRH13,8.575,0,0.023934398,105.82799999999999,OUT045,7,1,1,1,958.752,0,7
FDG21,17.35,2,0.146527359,147.905,OUT049,10,1,0,1,2247.075,1,9
NCI55,18.6,1,0.012651171999999999,123.1414,OUT035,5,2,1,1,2314.9866,2,6
NCO06,12.792854228644991,1,0.10750729099999999,34.8558,OUT027,24,1,2,3,441.4254,2,5
FDR27,15.1,2,0.096295326,133.4942,OUT045,7,1,1,1,1457.4362,1,7
FDA22,12.792854228644991,0,0.08150672511111111,167.5158,OUT027,24,1,2,3,4345.0108,1,5
FDS03,7.825,0,0.079613553,65.0826,OUT035,5,2,1,1,1162.4868,1,6
FDZ12,9.17,0,0.10339830900000001,143.947,OUT018,0,1,2,2,2576.646,1,3
FDJ20,20.7,2,0.16767231,124.2388,OUT010,11,1,2,0,247.6776,1,0
FDV09,12.1,0,0.020551458,146.6734,OUT013,22,0,2,1,2227.101,1,1
FDW09,13.65,2,0.025961116,80.4302,OUT049,10,1,0,1,316.9208,1,9
FDS36,8.38,2,0.046960237,111.85700000000001,OUT049,10,1,0,1,2966.139,1,9
FDY19,19.75,0,0.041533438,119.8466,OUT018,0,1,2,2,2239.0854,1,3
DRC49,8.67,0,0.065436581,142.9128,OUT046,12,2,0,1,2013.3792,0,8
FDN12,15.6,0,0.08126841,110.2544,OUT045,7,1,1,1,1789.6704,1,7
FDJ03,12.35,2,0.072689818,48.7692,OUT018,0,1,2,2,788.3072,1,3
FDC46,17.7,0,0.116723677,182.4266,OUT049,10,1,0,1,5163.9448,1,9
FDM02,12.5,2,0.074035423,87.9198,OUT018,0,1,2,2,1133.8574,1,3
FDV20,20.2,2,0.059751637999999996,129.1678,OUT013,22,0,2,1,1017.3424,1,1
NCH07,13.15,1,0.09285496300000001,158.7604,OUT045,7,1,1,1,3010.7476,2,7
FDL28,12.792854228644991,2,0.0553365575,230.0668,OUT019,24,2,0,0,691.1004,1,4
FDJ46,12.792854228644991,0,0.044606379,174.2054,OUT027,24,1,2,3,4377.635,1,5
FDQ34,10.85,0,0.16210760300000002,106.3622,OUT013,22,0,2,1,2117.244,1,1
NCD42,12.792854228644991,1,0.012305277333333333,37.3506,OUT027,24,1,2,3,1024.6662,2,5
FDO34,17.7,0,0.030060895,166.4816,OUT018,0,1,2,2,2013.3792,1,3
FDX60,14.35,0,0.081050006,79.196,OUT017,2,1,1,1,1278.336,1,2
FDZ28,20.0,2,0.051783761,125.8678,OUT017,2,1,1,1,3433.5306,1,2
FDT36,12.3,0,0.0966094465,37.2874,OUT013,22,0,2,1,705.748,1,1
FDL24,10.3,2,0.024998007000000003,174.4422,OUT018,0,1,2,2,3448.844,1,3
FDJ58,15.6,2,0.10520844800000001,170.5764,OUT013,22,0,2,1,4466.1864,1,1
FDY12,9.8,2,0.14118383,50.5008,OUT018,0,1,2,2,253.00400000000002,1,3
FDP58,11.1,0,0.13569283099999999,220.0482,OUT018,0,1,2,2,2628.5784,1,3
FDC41,12.792854228644991,0,0.11634708699999999,76.867,OUT027,24,1,2,3,2526.7110000000002,1,5
FDY07,11.8,0,0.12150063,46.8402,OUT013,22,0,2,1,413.4618,1,1
FDN08,7.72,2,0.088864488,119.3466,OUT017,2,1,1,1,3064.0116,1,2
FDJ53,12.792854228644991,0,0.070912843,121.5098,OUT027,24,1,2,3,2410.196,1,5
FDX04,19.6,2,0.041571557,49.9376,OUT046,12,2,0,1,623.1888,1,8
FDZ19,6.425,0,0.09345489900000001,175.3712,OUT046,12,2,0,1,2988.1104,1,8
FDB45,20.85,0,0.021329793,105.5306,OUT046,12,2,0,1,940.7754,1,8
NCF54,18.0,1,0.07929947400000001,170.5422,OUT010,11,1,2,0,344.8844,2,0
FDX21,7.05,0,0.08513833400000001,108.6912,OUT045,7,1,1,1,1310.2944,1,7
FDA50,16.25,0,0.08717513699999999,98.34100000000001,OUT046,12,2,0,1,1351.5739999999998,1,8
DRH39,20.7,0,0.093214498,74.667,OUT017,2,1,1,1,2143.876,0,2
FDA38,5.44,0,0.025458716,241.2538,OUT013,22,0,2,1,3124.5994,1,1
NCP30,20.5,1,0.032741422,40.4822,OUT013,22,0,2,1,589.2330000000001,2,1
FDW19,12.35,2,0.038560278999999996,109.85700000000001,OUT049,10,1,0,1,1208.427,1,9
FDF41,12.792854228644991,0,0.130544568,248.046,OUT027,24,1,2,3,7883.071999999999,1,5
DRF23,4.61,0,0.122629121,175.4396,OUT035,5,2,1,1,2616.594,0,6
NCP14,8.275,1,0.110913601,106.3306,OUT017,2,1,1,1,1254.3672,2,2
FDK44,12.792854228644991,0,0.121635591,175.4738,OUT027,24,1,2,3,2954.1546,1,5
DRA59,8.27,2,0.128449055,186.5924,OUT018,0,1,2,2,4442.2176,0,3
FDC28,7.905,0,0.055098434,109.2254,OUT045,7,1,1,1,976.7286,1,7
NCO53,16.2,1,0.153415497625,182.1608,OUT049,10,1,0,1,3123.9336,2,9
FDY55,12.792854228644991,0,0.05432453144444445,258.3988,OUT019,24,2,0,0,256.9988,1,4
NCS54,13.6,1,0.010013429,176.437,OUT045,7,1,1,1,4587.362,2,7
NCM07,9.395,1,0.040187877000000004,85.6908,OUT017,2,1,1,1,1593.9252,2,2
FDQ19,7.35,2,0.024044278999999998,241.0512,OUT010,11,1,2,0,242.3512,1,0
FDS40,15.35,0,0.014007727,38.319,OUT013,22,0,2,1,292.952,1,1
FDC14,14.5,2,0.041214746000000003,42.0454,OUT013,22,0,2,1,629.181,1,1
FDR12,12.6,2,0.031663212,173.2764,OUT018,0,1,2,2,1030.6584,1,3
FDM60,10.8,2,0.0453860806,39.3138,OUT013,22,0,2,1,1015.345,1,1
FDG26,18.85,0,0.042716162,257.83299999999997,OUT049,10,1,0,1,3332.329,1,9
NCL55,12.15,1,0.06479182,254.00400000000002,OUT045,7,1,1,1,2277.036,2,7
FDO21,11.6,2,0.009761175,226.9404,OUT035,5,2,1,1,1800.3232,1,6
NCG18,15.3,1,0.02295878,101.6332,OUT013,22,0,2,1,1845.5976,2,1
FDA27,20.35,2,0.030927632000000004,256.8672,OUT046,12,2,0,1,3579.3408,1,8
DRG03,14.5,0,0.103752817,155.1998,OUT010,11,1,2,0,307.5996,0,0
FDC22,6.89,2,0.136428395,193.982,OUT046,12,2,0,1,1737.7379999999998,1,8
FDC21,14.6,2,0.071904258,106.8254,OUT010,11,1,2,0,108.5254,1,0
FDN50,16.85,2,0.026627857,93.712,OUT018,0,1,2,2,745.696,1,3
DRF27,8.93,0,0.028393624,153.434,OUT013,22,0,2,1,1378.2060000000001,0,1
FDW57,8.31,2,0.116331694,176.9028,OUT017,2,1,1,1,3010.7476,1,2
FDM34,19.0,0,0.112893408,131.0626,OUT010,11,1,2,0,524.6504,1,0
FDZ39,12.792854228644991,2,0.017937483,103.499,OUT027,24,1,2,3,1547.985,1,5
FDU28,12.792854228644991,2,0.164438907,188.4214,OUT019,24,2,0,0,376.8428,1,4
FDQ27,5.19,2,0.044252621,102.59899999999999,OUT046,12,2,0,1,1651.184,1,8
FDQ52,17.0,0,0.12006027400000001,246.5434,OUT017,2,1,1,1,4470.1812,1,2
FDT51,11.65,2,0.010909704,110.8544,OUT013,22,0,2,1,1677.816,1,1
NCI30,20.25,1,0.059055045,247.34599999999998,OUT045,7,1,1,1,1970.7679999999998,2,7
NCX29,10.0,1,0.149223055,145.8102,OUT010,11,1,2,0,874.8612,2,0
FDX38,12.792854228644991,2,0.084404264,49.5376,OUT019,24,2,0,0,143.8128,1,4
FDO08,11.1,2,0.054079555999999994,165.9526,OUT017,2,1,1,1,2631.2416,1,2
FDM15,11.8,2,0.057655492999999995,152.6366,OUT018,0,1,2,2,1662.5026,1,3
FDW22,9.695,2,0.030413777000000003,221.3114,OUT018,0,1,2,2,2217.114,1,3
FDT08,13.65,0,0.049496899000000004,151.505,OUT017,2,1,1,1,2846.295,1,2
FDS32,17.75,2,0.029653914,140.5838,OUT046,12,2,0,1,2669.1922,1,8
NCI06,11.3,1,0.047912070999999994,179.86599999999999,OUT018,0,1,2,2,1258.362,2,3
FDR21,12.792854228644991,0,0.066611321,178.237,OUT027,24,1,2,3,3705.177,1,5
FDD05,19.35,0,0.016611475,122.0098,OUT046,12,2,0,1,2651.2156,1,8
FDZ02,6.905,2,0.03822479,99.8726,OUT045,7,1,1,1,587.2356,1,7
FDH47,13.5,2,0.12901648699999999,98.4068,OUT049,10,1,0,1,1846.9292,1,9
FDM58,16.85,2,0.080141165,111.4544,OUT017,2,1,1,1,2013.3792,1,2
FDG09,20.6,2,0.0480335,188.2556,OUT045,7,1,1,1,3755.112,1,7
FDO27,6.175,2,0.17935589300000002,94.1752,OUT049,10,1,0,1,575.2512,1,9
FDI41,18.5,2,0.06251052900000001,146.8418,OUT018,0,1,2,2,2059.9852,1,3
FDK34,13.35,0,0.038519398999999996,236.8564,OUT035,5,2,1,1,5005.4844,1,6
NCX54,12.792854228644991,1,0.047827139000000005,105.3622,OUT027,24,1,2,3,3387.5904,2,5
FDL14,8.115,2,0.032208865,154.9972,OUT049,10,1,0,1,3739.1328,1,9
FDA13,15.85,0,0.078874948,37.4506,OUT018,0,1,2,2,303.6048,1,3
FDS11,12.792854228644991,2,0.097275777,223.9088,OUT019,24,2,0,0,223.7088,1,4
FDT43,16.35,0,0.020664178000000002,50.8324,OUT017,2,1,1,1,1298.31,1,2
FDR07,21.35,0,0.078060605,96.0094,OUT018,0,1,2,2,380.8376,1,3
FDF41,12.15,0,0.131714183,245.84599999999998,OUT018,0,1,2,2,4434.228,1,3
DRM23,16.6,0,0.135944247,172.0422,OUT049,10,1,0,1,2586.633,0,9
FDO52,11.6,2,0.077478931,170.3106,OUT018,0,1,2,2,4277.765,1,3
FDD10,20.6,2,0.046114018,178.2344,OUT045,7,1,1,1,1070.6064,1,7
FDN38,12.792854228644991,2,0.161030847,251.2408,OUT019,24,2,0,0,1001.3632,1,4
FDE17,20.1,2,0.054455495,149.5366,OUT046,12,2,0,1,2871.5954,1,8
FDZ03,13.65,2,0.075609201875,186.024,OUT018,0,1,2,2,4287.752,1,3
FDD03,13.3,0,0.080257683,232.63,OUT017,2,1,1,1,1864.24,1,2
NCW18,12.792854228644991,1,0.059037538,237.7248,OUT027,24,1,2,3,2607.2728,2,5
